policy_id,age,gender,policy_type_1,policy_type_2,policy_amount,premium_amount,policy_tenure_years,policy_tenure_decimal,channel1,channel2,channel3,substandard_risk,number_of_advance_premium,initial_benefit,policy_lapse,premium_to_benefit_ratio,age_squared,premium_squared,benefit_squared
65304,35,0,3,12,150,0,2,1.75,2,3,0,0.0,0,0.0,0,0.0,1225,0,22500
115305,28,1,3,6,0,1320,7,6.083333333,4,1,3,0.0,0,0.0,0,1320.0,784,1742400,0
90548,33,1,3,5,6000,1200,5,4.333333333,2,3,0,0.0,0,0.0,0,0.19996667222129644,1089,1440000,36000000
57878,33,0,3,17,100,0,5,4.333333333,2,3,0,0.0,0,0.0,1,0.0,1089,0,10000
50365,33,0,3,14,60,0,7,6.25,2,3,0,0.0,0,0.0,1,0.0,1089,0,3600
65708,40,1,3,19,50000,0,2,1.25,2,3,0,0.0,0,0.0,0,0.0,1600,0,2500000000
167497,28,1,3,5,14000,480,1,0.666666667,6,2,20,0.0,0,0.0,1,0.03428326548103707,784,230400,196000000
105674,23,0,3,13,8000,0,6,5.5,2,3,0,0.0,0,0.0,1,0.0,529,0,64000000
65802,41,1,8,52,17000,0,2,1.083333333,2,3,0,0.0,0,0.0,1,0.0,1681,0,289000000
17254,33,0,8,52,17000,0,1,0.75,2,3,0,0.0,0,0.0,0,0.0,1089,0,289000000
29619,29,0,3,6,0,480,6,5.666666667,2,3,0,0.0,0,0.0,0,480.0,841,230400,0
24211,39,1,3,17,100,0,6,5.666666667,2,3,0,0.0,0,0.0,1,0.0,1521,0,10000
61110,1,0,3,5,10000,600,7,6.333333333,2,3,0,0.0,0,0.0,0,0.059994000599940006,1,360000,100000000
10384,28,1,3,14,50,0,3,2.833333333,2,3,0,0.0,0,0.0,1,0.0,784,0,2500
70178,41,0,3,22,10000,0,3,2.666666667,2,3,0,0.0,0,0.0,1,0.0,1681,0,100000000
170478,56,1,3,5,100000,20000,2,1.166666667,6,2,61,0.0,0,0.0,0,0.1999980000199998,3136,400000000,10000000000
154880,28,1,6,31,500,36,5,4.583333333,6,2,11,0.0,0,0.0,1,0.0718562874251497,784,1296,250000
169368,42,1,6,34,500,67,3,2.916666667,6,2,19,0.0,0,0.0,1,0.13373253493013973,1764,4489,250000
135147,37,1,3,6,0,2000,1,0.333333333,6,2,4,0.0,0,0.0,0,2000.0,1369,4000000,0
72959,36,0,3,5,70000,7680,6,5.75,2,3,0,0.0,0,0.0,1,0.10971271838973728,1296,58982400,4900000000
54179,46,1,8,44,0,1200,3,2.083333333,2,3,0,0.0,0,0.0,1,1200.0,2116,1440000,0
66341,32,1,12,58,26000,568,1,0.083333333,2,3,0,0.0,0,0.0,0,0.021845313641783007,1024,322624,676000000
168527,36,1,7,39,20000,127,4,3.666666667,6,2,36,0.0,0,0.0,0,0.006349682515874206,1296,16129,400000000
59240,25,1,3,5,20000,720,3,2.583333333,2,3,0,0.0,0,0.0,1,0.0359982000899955,625,518400,400000000
106,26,0,2,3,20000,64,8,7.416666667,1,1,6,0.0,0,0.0,1,0.0031998400079996,676,4096,400000000
122287,34,1,15,63,10000,120,1,0.0,6,2,2,0.0,0,0.0,0,0.011998800119988001,1156,14400,100000000
140573,35,1,3,11,20000,0,3,2.333333333,6,2,42,0.0,0,0.0,0,0.0,1225,0,400000000
103626,42,0,12,58,16600,478,2,1.333333333,2,3,0,0.0,0,0.0,0,0.02879344617794109,1764,228484,275560000
32579,46,1,12,58,110000,3053,3,2.0,2,3,0,0.0,0,0.0,1,0.02775429314278961,2116,9320809,12100000000
42636,30,0,3,13,10000,0,3,2.833333333,2,3,0,0.0,0,0.0,1,0.0,900,0,100000000
42907,12,0,3,5,19000,600,3,2.583333333,2,3,0,0.0,0,0.0,1,0.03157728540603126,144,360000,361000000
104741,1,1,3,5,50000,600,7,6.25,2,3,0,0.0,0,0.0,0,0.011999760004799903,1,360000,2500000000
102094,30,0,3,6,0,360,4,3.25,2,3,0,0.0,0,0.0,1,360.0,900,129600,0
120442,23,1,6,35,50000,84,3,2.916666667,6,2,12,0.0,0,0.0,1,0.0016799664006719867,529,7056,2500000000
21085,49,0,3,6,0,240,3,2.916666667,2,3,0,0.0,0,0.0,0,240.0,2401,57600,0
19069,17,1,3,12,60,0,6,5.333333333,2,3,0,0.0,0,0.0,1,0.0,289,0,3600
115517,13,0,10,55,0,0,1,0.75,4,1,6,0.0,0,0.0,0,0.0,169,0,0
35699,29,1,3,16,140,0,5,4.833333333,2,3,0,0.0,0,0.0,1,0.0,841,0,19600
74837,43,0,8,49,15000,0,4,3.75,2,3,0,0.0,0,0.0,0,0.0,1849,0,225000000
116914,30,1,6,36,2500,6,4,3.25,6,2,9,0.0,0,0.0,1,0.0023990403838464614,900,36,6250000
73684,35,1,3,13,10000,0,6,5.0,2,3,0,0.0,0,0.0,1,0.0,1225,0,100000000
3897,29,1,3,5,10000,800,5,4.166666667,2,3,0,0.0,0,0.0,0,0.07999200079992001,841,640000,100000000
37414,38,1,8,46,200,0,3,2.75,2,3,0,0.0,0,0.0,0,0.0,1444,0,40000
5828,59,0,14,62,10000,103,2,1.666666667,2,3,0,0.0,0,0.0,0,0.010298970102989701,3481,10609,100000000
75356,33,1,3,16,60,0,3,2.916666667,2,3,0,0.0,0,0.0,1,0.0,1089,0,3600
61096,33,0,3,6,0,240,7,6.333333333,2,3,0,0.0,0,0.0,0,240.0,1089,57600,0
69662,28,0,3,6,0,240,4,3.25,2,3,0,0.0,0,0.0,1,240.0,784,57600,0
56311,17,1,3,6,0,480,6,5.916666667,2,3,0,0.0,0,0.0,1,480.0,289,230400,0
80433,25,1,3,8,27000,0,4,3.5,2,3,0,0.0,0,0.0,1,0.0,625,0,729000000
118313,30,1,15,63,20000,240,2,1.416666667,6,2,7,0.0,0,0.0,0,0.0119994000299985,900,57600,400000000
43467,14,1,3,6,0,240,2,1.833333333,2,3,0,0.0,0,0.0,1,240.0,196,57600,0
56008,19,1,3,5,25000,720,7,6.166666667,2,3,0,0.0,0,0.0,0,0.028798848046078157,361,518400,625000000
43255,0,0,3,6,0,600,3,2.0,2,3,0,0.0,0,0.0,0,600.0,0,360000,0
133925,22,0,3,5,74000,720,3,2.583333333,6,2,24,0.0,0,0.0,1,0.009729598248672314,484,518400,5476000000
111798,33,1,8,41,100000,17000,1,0.166666667,4,1,1,0.0,0,0.0,0,0.16999830001699984,1089,289000000,10000000000
74701,24,1,3,18,5000,0,4,3.916666667,2,3,0,0.0,0,0.0,1,0.0,576,0,25000000
72435,27,0,3,5,20000,960,7,6.166666667,2,3,0,0.0,0,0.0,1,0.047997600119994,729,921600,400000000
64561,28,0,8,50,200,0,3,2.75,2,3,0,0.0,0,0.0,1,0.0,784,0,40000
87457,21,0,3,12,80,0,2,1.333333333,2,3,0,0.0,0,0.0,1,0.0,441,0,6400
73768,20,0,3,13,5000,0,5,4.916666667,2,3,0,0.0,0,0.0,0,0.0,400,0,25000000
66616,23,1,3,13,20000,0,7,6.333333333,2,3,0,0.0,0,0.0,0,0.0,529,0,400000000
39517,40,0,3,5,40000,1310,7,6.333333333,2,3,0,0.0,0,0.0,1,0.03274918127046824,1600,1716100,1600000000
150002,24,1,7,39,20000,99,3,2.666666667,6,2,46,0.0,0,0.0,0,0.004949752512374382,576,9801,400000000
117305,33,1,3,9,36,0,3,2.916666667,6,2,14,0.0,0,0.0,0,0.0,1089,0,1296
151096,23,1,3,13,10000,0,1,0.916666667,6,2,17,0.0,0,0.0,0,0.0,529,0,100000000
49079,31,0,12,58,20000,437,2,1.5,2,3,0,0.0,0,0.0,1,0.02184890755462227,961,190969,400000000
32448,22,1,3,13,20000,0,3,2.166666667,2,3,0,0.0,0,0.0,1,0.0,484,0,400000000
185083,58,1,12,58,40400,2610,1,0.25,8,3,0,0.0,0,0.0,0,0.06460236132768991,3364,6812100,1632160000
40420,48,1,3,5,30000,5280,6,5.583333333,2,3,0,0.0,0,0.0,1,0.17599413352888238,2304,27878400,900000000
123887,23,1,3,22,4000,0,3,2.916666667,6,2,17,0.0,0,0.0,1,0.0,529,0,16000000
96483,20,0,3,6,0,200,4,3.666666667,2,3,0,0.0,0,0.0,1,200.0,400,40000,0
155809,33,1,7,39,20000,110,4,3.416666667,6,2,46,0.0,0,0.0,1,0.005499725013749313,1089,12100,400000000
173259,37,0,3,5,10000,480,3,2.25,6,2,27,0.0,0,0.0,0,0.047995200479952004,1369,230400,100000000
11273,57,1,3,5,10000,540,2,1.666666667,2,3,0,0.0,0,0.0,0,0.05399460053994601,3249,291600,100000000
28080,25,1,8,41,20000,3000,1,0.75,2,3,0,0.0,0,0.0,0,0.14999250037498124,625,9000000,400000000
110073,6,1,3,15,60000,0,2,1.833333333,4,1,39,0.0,0,0.0,0,0.0,36,0,3600000000
59437,37,1,3,5,20000,480,3,2.333333333,2,3,0,0.0,0,0.0,1,0.023998800059997,1369,230400,400000000
68559,23,1,3,5,75000,1800,5,4.666666667,2,3,0,0.0,0,0.0,1,0.02399968000426661,529,3240000,5625000000
75937,48,1,8,46,1100,0,3,2.25,2,3,0,0.0,0,0.0,1,0.0,2304,0,1210000
111550,47,1,3,5,6000,744,7,6.583333333,4,1,49,0.0,0,0.0,0,0.1239793367772038,2209,553536,36000000
158703,29,1,6,38,2500,28,4,3.75,6,2,8,0.0,0,0.0,1,0.011195521791283487,841,784,6250000
6527,48,1,8,41,1000000,31200,1,0.5,2,3,0,0.0,0,0.0,0,0.0311999688000312,2304,973440000,1000000000000
86418,50,1,8,50,170,0,3,2.666666667,2,3,0,0.0,0,0.0,1,0.0,2500,0,28900
43572,27,0,8,47,30000,0,2,1.666666667,2,3,0,0.0,0,0.0,1,0.0,729,0,900000000
92775,52,1,12,58,10000,391,2,1.416666667,2,3,0,0.0,0,0.0,0,0.0390960903909609,2704,152881,100000000
170688,36,1,3,9,40,0,1,0.75,6,2,11,0.0,0,0.0,0,0.0,1296,0,1600
149624,30,1,3,5,20000,480,4,3.166666667,6,2,46,0.0,0,0.0,0,0.023998800059997,900,230400,400000000
25490,51,0,3,13,10000,0,5,4.166666667,2,3,0,0.0,0,0.0,1,0.0,2601,0,100000000
72294,2,1,3,6,0,400,7,6.25,2,3,0,0.0,0,0.0,0,400.0,4,160000,0
163805,43,1,15,63,70000,1373,2,1.666666667,6,2,27,0.0,0,0.0,1,0.01961400551420694,1849,1885129,4900000000
164249,33,1,3,6,0,5000,1,0.75,6,2,38,0.0,0,0.0,0,5000.0,1089,25000000,0
89091,33,1,3,6,0,1200,6,5.916666667,2,3,0,0.0,0,0.0,1,1200.0,1089,1440000,0
163356,41,1,3,9,36,0,3,2.416666667,6,2,49,0.0,0,0.0,0,0.0,1681,0,1296
52037,51,0,3,6,0,4320,5,4.75,2,3,0,0.0,0,0.0,0,4320.0,2601,18662400,0
48468,33,1,3,14,260,0,3,2.333333333,2,3,0,0.0,0,0.0,0,0.0,1089,0,67600
138696,30,0,6,35,20000,33,5,4.333333333,6,2,27,0.0,0,0.0,1,0.0016499175041247937,900,1089,400000000
146305,49,1,6,30,50000,62,4,3.166666667,6,2,4,0.0,0,0.0,1,0.0012399752004959902,2401,3844,2500000000
137459,40,1,3,5,20000,480,3,2.25,6,2,31,0.0,0,0.0,1,0.023998800059997,1600,230400,400000000
126586,30,1,7,39,26000,227,4,3.333333333,6,2,27,0.0,0,0.0,1,0.008730433444867505,900,51529,676000000
44843,38,1,3,16,100,0,7,6.416666667,2,3,0,0.0,0,0.0,0,0.0,1444,0,10000
157958,33,0,3,5,20000,480,1,0.25,6,2,48,0.0,0,0.0,0,0.023998800059997,1089,230400,400000000
76119,21,0,3,6,0,720,2,1.916666667,2,3,0,0.0,0,0.0,1,720.0,441,518400,0
151122,41,1,3,5,40000,850,1,0.916666667,6,2,43,0.0,0,0.0,0,0.021249468763280918,1681,722500,1600000000
53311,14,0,3,5,15000,600,4,3.166666667,2,3,0,0.0,0,0.0,0,0.03999733351109926,196,360000,225000000
37772,0,0,3,23,6000,0,3,2.25,2,3,0,0.0,0,0.0,1,0.0,0,0,36000000
26872,26,0,3,6,0,600,3,2.5,2,3,0,0.0,0,0.0,1,600.0,676,360000,0
13942,26,1,3,8,100000,0,6,5.0,2,3,0,0.0,0,0.0,0,0.0,676,0,10000000000
134774,27,1,3,5,20000,480,2,1.0,6,2,15,0.0,0,0.0,1,0.023998800059997,729,230400,400000000
133904,29,1,3,9,36,0,3,2.666666667,6,2,49,0.0,0,0.0,1,0.0,841,0,1296
166792,43,1,3,23,15000,0,3,2.083333333,6,2,38,0.0,0,0.0,0,0.0,1849,0,225000000
184244,18,1,10,54,3999,2000,2,1.083333333,8,3,0,0.0,0,0.0,0,0.5,324,4000000,15992001
143584,34,1,3,9,40,0,3,2.666666667,6,2,9,0.0,0,0.0,1,0.0,1156,0,1600
129306,32,1,7,39,60000,273,4,3.666666667,6,2,6,0.0,0,0.0,1,0.004549924167930534,1024,74529,3600000000
100277,38,1,5,30,15000,7,6,5.333333333,2,3,0,0.0,0,0.0,0,0.0004666355576294914,1444,49,225000000
67478,40,1,3,13,4000,0,6,5.75,2,3,0,0.0,0,0.0,0,0.0,1600,0,16000000
175928,24,1,3,9,40,0,3,2.833333333,6,2,9,0.0,0,0.0,0,0.0,576,0,1600
125806,32,1,7,39,45000,205,5,4.166666667,6,2,10,0.0,0,0.0,1,0.004555454323237261,1024,42025,2025000000
58178,24,0,3,12,100,0,5,4.0,2,3,0,0.0,0,0.0,0,0.0,576,0,10000
42445,47,0,3,14,60,0,4,3.083333333,2,3,0,0.0,0,0.0,1,0.0,2209,0,3600
68624,32,0,3,5,20000,2400,5,4.583333333,2,3,0,0.0,0,0.0,1,0.119994000299985,1024,5760000,400000000
148267,27,0,15,63,20000,240,1,0.0,6,2,11,0.0,0,0.0,0,0.0119994000299985,729,57600,400000000
48541,22,1,3,5,5000,480,3,2.25,2,3,0,0.0,0,0.0,1,0.09598080383923216,484,230400,25000000
5555,2,0,3,23,15000,0,3,2.0,2,3,0,0.0,0,0.0,0,0.0,4,0,225000000
106527,24,0,3,8,300000,0,5,4.583333333,2,3,0,0.0,0,0.0,0,0.0,576,0,90000000000
62937,29,1,3,5,75000,1560,5,4.666666667,2,3,0,0.0,0,0.0,1,0.020799722670364396,841,2433600,5625000000
31588,38,0,3,12,40,0,4,3.333333333,2,3,0,0.0,0,0.0,0,0.0,1444,0,1600
12048,39,0,8,43,100000,0,1,0.25,2,3,0,0.0,0,0.0,0,0.0,1521,0,10000000000
69151,9,1,3,7,0,0,5,4.0,2,3,0,0.0,0,0.0,0,0.0,81,0,0
37044,6,1,3,12,20,0,4,3.166666667,2,3,0,0.0,0,0.0,1,0.0,36,0,400
125403,22,0,3,5,20000,480,1,0.166666667,6,2,48,0.0,0,0.0,0,0.023998800059997,484,230400,400000000
2041,29,1,3,17,100,0,7,6.083333333,2,3,0,0.0,0,0.0,1,0.0,841,0,10000
3058,36,0,3,11,20000,0,6,5.166666667,2,3,0,0.0,0,0.0,0,0.0,1296,0,400000000
176695,32,0,15,63,10000,120,2,1.583333333,6,2,7,0.0,0,0.0,0,0.011998800119988001,1024,14400,100000000
22962,0,0,10,54,5863,2400,1,0.083333333,2,3,0,0.0,0,0.0,0,0.4092769440654843,0,5760000,34374769
81810,32,0,3,5,40000,2600,2,1.75,2,3,0,0.0,0,0.0,0,0.06499837504062399,1024,6760000,1600000000
142348,23,1,6,36,2500,6,4,3.75,6,2,12,0.0,0,0.0,0,0.0023990403838464614,529,36,6250000
13836,17,1,3,5,30000,1200,6,5.166666667,2,3,0,0.0,0,0.0,1,0.03999866671110963,289,1440000,900000000
79414,0,1,3,6,0,312,5,4.75,2,3,0,0.0,0,0.0,0,312.0,0,97344,0
4831,36,0,3,14,100,0,3,2.916666667,2,3,0,0.0,0,0.0,0,0.0,1296,0,10000
26356,31,0,3,10,30000,0,4,3.083333333,2,3,0,0.0,0,0.0,0,0.0,961,0,900000000
73133,40,0,3,5,8000,720,6,5.583333333,2,3,0,0.0,0,0.0,1,0.08998875140607424,1600,518400,64000000
165546,41,1,6,36,2500,6,4,3.416666667,6,2,9,0.0,0,0.0,1,0.0023990403838464614,1681,36,6250000
19032,4,1,3,17,200,0,6,5.416666667,2,3,0,0.0,0,0.0,1,0.0,16,0,40000
122436,30,0,6,38,1000,11,5,4.333333333,6,2,8,0.0,0,0.0,1,0.01098901098901099,900,121,1000000
179719,34,1,3,9,37,0,3,2.083333333,6,2,19,0.0,0,0.0,1,0.0,1156,0,1369
137415,31,0,3,13,5000,0,3,2.333333333,6,2,45,0.0,0,0.0,0,0.0,961,0,25000000
154658,28,0,3,13,4000,0,1,0.333333333,6,2,48,0.0,0,0.0,0,0.0,784,0,16000000
115294,46,0,3,12,100,0,7,6.416666667,4,1,1,0.0,0,0.0,0,0.0,2116,0,10000
151557,26,0,3,5,30000,480,1,0.083333333,6,2,48,0.0,0,0.0,0,0.015999466684443853,676,230400,900000000
108752,22,1,3,5,40000,960,2,1.75,2,3,0,0.0,0,0.0,1,0.023999400014999624,484,921600,1600000000
64870,15,0,3,5,20000,2400,3,2.416666667,2,3,0,0.0,0,0.0,1,0.119994000299985,225,5760000,400000000
129621,30,0,6,36,2500,6,4,3.583333333,6,2,12,0.0,0,0.0,1,0.0023990403838464614,900,36,6250000
180582,45,1,3,9,46,0,1,0.333333333,6,2,44,0.0,0,0.0,0,0.0,2025,0,2116
32793,26,0,12,58,32960,720,2,1.75,2,3,0,0.0,0,0.0,1,0.02184399745153363,676,518400,1086361600
130025,30,1,3,13,4000,0,4,3.166666667,6,2,17,0.0,0,0.0,0,0.0,900,0,16000000
139760,33,0,3,9,60,0,4,3.166666667,6,2,11,0.0,0,0.0,0,0.0,1089,0,3600
74988,39,1,3,12,60,0,4,3.416666667,2,3,0,0.0,0,0.0,1,0.0,1521,0,3600
180731,17,1,3,5,80000,1600,1,0.0,6,2,18,0.0,0,0.0,0,0.019999750003124962,289,2560000,6400000000
172940,33,1,3,5,20000,480,3,2.666666667,6,2,22,0.0,0,0.0,0,0.023998800059997,1089,230400,400000000
149954,31,0,3,5,20000,480,3,2.833333333,6,2,31,0.0,0,0.0,1,0.023998800059997,961,230400,400000000
84078,24,0,3,16,100,0,6,5.5,2,3,0,0.0,0,0.0,1,0.0,576,0,10000
32972,47,1,12,58,10300,303,2,1.416666667,2,3,0,0.0,0,0.0,1,0.02941461993981167,2209,91809,106090000
67551,28,1,3,9,100,0,6,5.666666667,2,3,0,0.0,0,0.0,1,0.0,784,0,10000
30023,35,1,3,12,80,0,6,5.25,2,3,0,0.0,0,0.0,1,0.0,1225,0,6400
117229,27,1,3,5,20000,432,4,3.0,6,2,23,0.0,0,0.0,0,0.0215989200539973,729,186624,400000000
111344,31,1,3,5,10000,480,6,5.916666667,4,1,1,0.0,0,0.0,1,0.047995200479952004,961,230400,100000000
150785,44,0,3,13,4000,0,2,1.666666667,6,2,11,0.0,0,0.0,1,0.0,1936,0,16000000
86327,33,0,3,6,0,240,3,2.833333333,2,3,0,0.0,0,0.0,0,240.0,1089,57600,0
25116,39,1,3,5,10000,480,5,4.666666667,2,3,0,0.0,0,0.0,0,0.047995200479952004,1521,230400,100000000
58926,24,1,3,6,0,240,3,2.916666667,2,3,0,0.0,0,0.0,0,240.0,576,57600,0
30614,35,1,3,12,300,0,5,4.666666667,2,3,0,0.0,0,0.0,1,0.0,1225,0,90000
143035,25,1,3,9,36,0,4,3.166666667,6,2,17,0.0,0,0.0,1,0.0,625,0,1296
183364,26,0,8,41,60000,3000,2,1.0,8,3,0,0.0,0,0.0,0,0.049999166680555325,676,9000000,3600000000
10767,27,0,3,6,0,240,3,2.333333333,2,3,0,0.0,0,0.0,0,240.0,729,57600,0
67749,23,0,3,6,0,200,6,5.5,2,3,0,0.0,0,0.0,1,200.0,529,40000,0
136006,43,0,6,32,60,66,4,3.583333333,6,2,11,0.0,0,0.0,1,1.0819672131147542,1849,4356,3600
137290,24,0,3,11,20000,0,3,2.5,6,2,48,0.0,0,0.0,1,0.0,576,0,400000000
135465,27,0,6,32,40,44,5,4.333333333,6,2,29,0.0,0,0.0,0,1.0731707317073171,729,1936,1600
77621,40,0,3,6,0,1200,7,6.333333333,2,3,0,0.0,0,0.0,1,1200.0,1600,1440000,0
16169,35,1,3,6,0,240,3,2.25,2,3,0,0.0,0,0.0,0,240.0,1225,57600,0
117736,21,1,6,37,0,33,3,2.5,6,2,37,0.0,0,0.0,1,33.0,441,1089,0
57668,40,1,3,16,2400,0,5,4.583333333,2,3,0,0.0,0,0.0,1,0.0,1600,0,5760000
45404,45,1,3,8,15000,0,6,5.916666667,2,3,0,0.0,0,0.0,1,0.0,2025,0,225000000
166734,29,1,3,5,15000,408,3,2.166666667,6,2,20,0.0,0,0.0,0,0.027198186787547495,841,166464,225000000
1345,38,0,2,3,30000,254,8,7.166666667,1,1,9,0.0,0,0.0,1,0.008466384453851538,1444,64516,900000000
75997,27,1,8,52,15000,0,3,2.166666667,2,3,0,0.0,0,0.0,0,0.0,729,0,225000000
120151,45,0,6,36,2500,6,4,3.25,6,2,11,0.0,0,0.0,0,0.0023990403838464614,2025,36,6250000
115942,31,0,6,35,20000,33,5,4.333333333,6,2,11,0.0,0,0.0,1,0.0016499175041247937,961,1089,400000000
11662,0,0,10,54,5082,2000,1,0.916666667,2,3,0,0.0,0,0.0,0,0.3934684241589612,0,4000000,25826724
26965,46,1,10,54,9154,4800,3,2.416666667,2,3,0,0.0,0,0.0,0,0.5243036592026216,2116,23040000,83795716
114921,56,1,3,12,100,0,2,1.5,4,1,39,0.0,0,0.0,0,0.0,3136,0,10000
155836,15,1,3,5,10000,840,4,3.416666667,6,2,45,0.0,0,0.0,0,0.08399160083991601,225,705600,100000000
153235,27,1,3,13,10000,0,3,2.833333333,6,2,4,0.0,0,0.0,1,0.0,729,0,100000000
23709,8,0,3,5,10000,480,7,6.083333333,2,3,0,0.0,0,0.0,1,0.047995200479952004,64,230400,100000000
21649,5,1,3,5,4000,480,3,2.25,2,3,0,0.0,0,0.0,1,0.11997000749812547,25,230400,16000000
41552,65,0,3,5,20000,4000,5,4.333333333,2,3,0,0.0,0,0.0,0,0.199990000499975,4225,16000000,400000000
170542,31,0,3,9,40,0,2,1.0,6,2,19,0.0,0,0.0,1,0.0,961,0,1600
138932,49,1,6,34,500,67,4,3.916666667,6,2,8,0.0,0,0.0,1,0.13373253493013973,2401,4489,250000
92312,23,0,3,16,100,0,3,2.083333333,2,3,0,0.0,0,0.0,1,0.0,529,0,10000
112764,48,1,3,5,20000,1800,4,3.916666667,4,1,8,0.0,0,0.0,1,0.08999550022498876,2304,3240000,400000000
32247,26,1,3,8,20000,0,3,2.5,2,3,0,0.0,0,0.0,1,0.0,676,0,400000000
167515,29,1,3,5,20000,480,1,0.666666667,6,2,9,0.0,0,0.0,1,0.023998800059997,841,230400,400000000
97857,19,0,3,13,10000,0,2,1.75,2,3,0,0.0,0,0.0,1,0.0,361,0,100000000
42458,16,0,3,17,60,0,4,3.083333333,2,3,0,0.0,0,0.0,1,0.0,256,0,3600
128741,43,0,3,9,4000,0,1,0.0,6,2,53,0.0,0,0.0,0,0.0,1849,0,16000000
25386,22,0,3,5,20000,480,5,4.333333333,2,3,0,0.0,0,0.0,0,0.023998800059997,484,230400,400000000
109146,43,1,8,46,1100,0,2,1.083333333,2,3,0,0.0,0,0.0,0,0.0,1849,0,1210000
23711,34,0,3,9,40,0,7,6.083333333,2,3,0,0.0,0,0.0,1,0.0,1156,0,1600
27274,26,1,3,23,15000,0,3,2.0,2,3,0,0.0,0,0.0,1,0.0,676,0,225000000
79105,1,1,3,12,200,0,6,5.166666667,2,3,0,0.0,0,0.0,1,0.0,1,0,40000
46550,38,0,3,6,0,240,5,4.833333333,2,3,0,0.0,0,0.0,1,240.0,1444,57600,0
95979,14,0,3,5,10000,1200,5,4.166666667,2,3,0,0.0,0,0.0,1,0.11998800119988001,196,1440000,100000000
101920,37,1,3,12,200,0,4,3.5,2,3,0,0.0,0,0.0,1,0.0,1369,0,40000
48316,54,0,8,41,40000,4000,3,2.583333333,2,3,0,0.0,0,0.0,0,0.09999750006249844,2916,16000000,1600000000
29492,46,1,3,17,100,0,6,5.666666667,2,3,0,0.0,0,0.0,1,0.0,2116,0,10000
183596,27,0,12,58,200000,4046,2,1.0,8,3,0,0.0,0,0.0,0,0.02022989885050575,729,16370116,40000000000
116683,49,0,6,34,500,67,4,3.5,6,2,8,0.0,0,0.0,1,0.13373253493013973,2401,4489,250000
156197,34,0,6,35,50000,84,4,3.166666667,6,2,9,0.0,0,0.0,1,0.0016799664006719867,1156,7056,2500000000
127700,34,1,3,5,20000,480,3,2.083333333,6,2,9,0.0,0,0.0,1,0.023998800059997,1156,230400,400000000
25841,36,0,3,5,20000,2000,4,3.833333333,2,3,0,0.0,0,0.0,0,0.0999950002499875,1296,4000000,400000000
58103,41,1,3,10,20000,0,5,4.083333333,2,3,0,0.0,0,0.0,1,0.0,1681,0,400000000
132097,33,1,6,31,500,52,5,4.75,6,2,19,0.0,0,0.0,1,0.10379241516966067,1089,2704,250000
132339,26,1,6,38,2500,26,5,4.166666667,6,2,24,0.0,0,0.0,0,0.010395841663334666,676,676,6250000
173146,41,1,3,8,4000,0,3,2.416666667,6,2,2,0.0,0,0.0,0,0.0,1681,0,16000000
159654,34,1,3,11,20000,0,3,2.833333333,6,2,9,0.0,0,0.0,0,0.0,1156,0,400000000
117280,24,1,6,38,2500,28,3,2.916666667,6,2,8,0.0,0,0.0,0,0.011195521791283487,576,784,6250000
27450,48,1,3,23,11000,0,2,1.75,2,3,0,0.0,0,0.0,1,0.0,2304,0,121000000
148034,51,1,3,6,0,2000,1,0.5,6,2,11,0.0,0,0.0,0,2000.0,2601,4000000,0
71672,29,1,12,58,20000,437,1,0.416666667,2,3,0,0.0,0,0.0,0,0.02184890755462227,841,190969,400000000
29550,22,0,3,5,50000,7800,6,5.75,2,3,0,0.0,0,0.0,1,0.15599688006239876,484,60840000,2500000000
51022,5,0,3,12,100,0,6,5.75,2,3,0,0.0,0,0.0,1,0.0,25,0,10000
69481,13,1,3,5,20000,1200,4,3.5,2,3,0,0.0,0,0.0,0,0.0599970001499925,169,1440000,400000000
19493,13,0,3,5,10000,420,5,4.916666667,2,3,0,0.0,0,0.0,1,0.041995800419958006,169,176400,100000000
71376,42,1,12,58,25458,720,1,0.916666667,2,3,0,0.0,0,0.0,1,0.028280765151812718,1764,518400,648109764
31666,15,1,3,6,0,200,4,3.25,2,3,0,0.0,0,0.0,1,200.0,225,40000,0
171849,37,1,7,39,20000,157,4,3.666666667,6,2,9,0.0,0,0.0,0,0.007849607519624019,1369,24649,400000000
171267,41,1,7,39,20000,199,5,4.25,6,2,30,0.0,0,0.0,1,0.009949502524873756,1681,39601,400000000
87178,44,1,12,58,20000,534,2,1.75,2,3,0,0.0,0,0.0,1,0.026698665066746664,1936,285156,400000000
81075,42,0,3,12,60,0,3,2.75,2,3,0,0.0,0,0.0,1,0.0,1764,0,3600
40384,31,1,3,8,10000,0,6,5.583333333,2,3,0,0.0,0,0.0,1,0.0,961,0,100000000
169763,22,1,3,5,20000,432,3,2.583333333,6,2,41,0.0,0,0.0,1,0.0215989200539973,484,186624,400000000
175009,29,1,7,39,80000,329,4,3.666666667,6,2,8,0.0,0,0.0,0,0.00411244859439257,841,108241,6400000000
98056,17,0,3,6,0,1600,2,1.5,2,3,0,0.0,0,0.0,0,1600.0,289,2560000,0
14688,18,0,3,13,20000,0,5,4.166666667,2,3,0,0.0,0,0.0,1,0.0,324,0,400000000
179772,24,0,6,35,50000,84,3,2.0,6,2,12,0.0,0,0.0,0,0.0016799664006719867,576,7056,2500000000
